sentence,true_label,pred_label
¿Te gustaría otro trozo de pastel?,spa,spa
Una de cada 455 mujeres no se da cuenta de que está embarazada hasta la vigésima semana de embarazo.,spa,spa
Tom pulled a key out of his pocket and unlocked the door.,eng,eng
I knew Tom was afraid.,eng,spa
He looked for the key to the door.,eng,eng
Sabes dónde está el problema.,spa,spa
I never expected things would turn out like this.,eng,spa
Tom wondered why Mary wouldn't eat.,eng,eng
¿Puedes creerme?,spa,spa
Me di cuenta que estaba enfermo en el mismo momento en que lo vi.,spa,spa
Mary ran to get her camera.,eng,spa
Me desperté de una pesadilla.,spa,spa
The boy ran home.,eng,spa
El alumno se fue sin decir nada.,spa,spa
It was determined that the picking of one's nose is a completely normal act for adolescent boys.,eng,spa
Tom and Mary did everything they could to stop John from doing that.,eng,eng
Fui a un concierto.,spa,spa
Mi gato se está escondiendo abajo de la cocina.,spa,spa
¡Olvidé la cámara!,spa,spa
Tom and Mary didn't know that I was supposed to help them do that.,eng,eng
Never forget that you owe what you are to your parents.,eng,spa
Only some questions have answers.,eng,spa
Sami fell in the bathroom and hit his head.,eng,spa
Veré en qué puedo aun ayudar.,spa,spa
Does anyone else have a problem with that?,eng,eng
I think that Tom has high blood pressure.,eng,spa
"Si hubiera tenido un poco más de dinero, lo habría comprado.",spa,spa
No puedo tocar el piano.,spa,spa
Mi padre es empleado de una empresa.,spa,spa
Le ha salido extraordinariamente bien.,spa,spa
Ella no tiene ordenador.,spa,eng
Sami visited Layla at her dance studio.,eng,spa
Does she smoke?,eng,spa
"When we arrived at the port, the wind subsided.",eng,spa
The army abandoned the town to the enemy.,eng,spa
Pensaba que eso era obvio.,spa,spa
Mi primo tiene el pelo rubio y rizado.,spa,spa
"Esta tarde, Mike ha llegado tarde a la reunión, lo cual sucede con frecuencia.",spa,spa
"Según la persona entrevistada, la región es mayoritariamente rural.",spa,spa
"Colón, Ericson y Magallanes entraron una vez en un bar. Sólo Colón salió de él.",spa,spa
Es la primera vez que he derribado un árbol.,spa,spa
Asociamos a Darwin con la teoría de la evolución.,spa,spa
La corteza es la parte exterior del pan.,spa,spa
Tom is likely to still be up.,eng,spa
"En las fuerzas militares de Colombia, las ""lagartijas"", lo que ustedes llaman ""push-ups"" en inglés, ni siquiera tiene nombre. Un comandante simplemente te ordena ""¡A tierra! ¡Veintidós!"" y uno ya sabe que tiene que hacer veintidós lagartijas.",spa,spa
Le quitaron un riñón.,spa,spa
No sé qué caerá en el examen.,spa,spa
El fin del mundo está cerca.,spa,spa
Creo que el amor existe.,spa,spa
"Today is a ""the morning"", that you have been looking forward to.",eng,spa
He killed himself by taking poison.,eng,spa
I can't believe I finally managed to do it.,eng,eng
Ven a cantar conmigo.,spa,spa
Careful! The floor is slippery.,eng,spa
"Por favor, váyase.",spa,spa
Encontré la situación de la ciudad en el mapa.,spa,spa
What hurts the most is that you didn't feel you could tell me the truth.,eng,spa
El escándalo casi le arruinó la carrera.,spa,spa
Tom and Mary said they thought they could do that by themselves.,eng,spa
Los detalles del acuerdo quedan establecidos en el contrato.,spa,spa
Loosen it.,eng,eng
Tom and Mary were able to do that better than I thought they would.,eng,spa
I think Tom is very cool.,eng,spa
His behavior was theatrical.,eng,spa
¿Quieres emborracharte?,spa,spa
Is this man your friend?,eng,spa
Su historia era demasiado tonta para que alguien la creyera.,spa,spa
This work is enough to break my back.,eng,eng
"Fortunately, my son quickly adjusted to life in his new school.",eng,spa
Tengo más hambre que Dios talento.,spa,spa
Tom and Mary could travel together.,eng,eng
Tienes unos niños muy monos.,spa,spa
Le pidieron a su hermano que les ayudara con su tarea.,spa,spa
Coman todo.,spa,spa
It's very upsetting.,eng,spa
Don't meddle in my affairs.,eng,spa
Sami and Layla hit the year mark.,eng,eng
Su respuesta fue negativa.,spa,spa
¿Ya probaste el té de hojas de menta?,spa,spa
I think that Tom would like you to do that for Mary.,eng,spa
Tom died in the evening of the day he and Mary got married.,eng,spa
Resolver la ecuación cubica 𝑥³ + 2𝑥² − 𝑥 − 2 = 0.,spa,eng
We're getting ready to do that.,eng,eng
I don't think Tom and Mary want to go swimming with us.,eng,spa
Yo creo que ella tiene 40 años.,spa,spa
Él confesó que se había enamorado de mí.,spa,spa
Tom said that he thought that the pilot was drunk.,eng,eng
"In many African countries south of the Sahara, poverty exists.",eng,spa
A menudo me invade una intensa fatiga.,spa,spa
Spain's game has been desperate.,spa,spa
Tom thought Mary didn't drive a car.,eng,spa
Me interesa mucho el fútbol.,spa,spa
I told you I was coming.,eng,spa
Everybody was staring at him.,eng,spa
Sami admitted that he was having an affair with Layla.,eng,spa
Tú estás bien.,spa,spa
El río Amazonas se vierte al Oceano Atlántico.,spa,spa
"Here at Tatoeba, we have documented Tom's life from cradle to grave in meticulous detail.",eng,spa
Be careful while traveling.,eng,spa
¿Por qué está aquí la policía?,spa,spa
Debe usted luchar contra esa tendencia que tiene.,spa,spa
Tom se marchó ileso.,spa,spa
I did as I was told.,eng,spa
Quiero contártelo todo.,spa,spa
Mom is washing the dog because he's dirty.,eng,spa
Quiero que sepas que te amo.,spa,spa
Tom says he needs to ask Mary where she put his camera.,eng,spa
There is no reason for this fear.,eng,eng
Tomás dice que no es verdad.,spa,spa
I didn't have as much trouble finding a job as I thought I would.,eng,spa
Tom and Mary said that they were really discouraged.,eng,spa
Tom and John never discuss their work with their wives.,eng,spa
Mary told us she'd do that again.,eng,spa
I think that jacket would fit me.,eng,spa
Tom didn't seem to be concentrating.,eng,spa
Mi pareja viajó a un pequeño pueblo la semana pasada.,spa,spa
El perro no se comió la carne.,spa,spa
"Si me llama cuando no estoy, por favor, dile que le devolveré la llamada.",spa,spa
¡Feliz Día de la Victoria!,spa,spa
Entrega tu tarea el lunes.,spa,spa
I'm going to Boston tomorrow.,eng,spa
Tienes que hacer el trabajo aunque no te guste.,spa,spa
How did you know my name?,eng,spa
You have just boosted my self-esteem.,eng,spa
I told Tom I thought you were in Australia.,eng,spa
La carne sabe mal.,spa,spa
Esto es cosa tuya.,spa,spa
We haven't been to Boston in a long time.,eng,spa
Anoche tuve una extraña experiencia.,spa,spa
Mary realized she had been unreasonable.,eng,spa
¿Cómo es que siempre estás tan lleno de energía?,spa,spa
Make your way to the dining table! Dinner is served.,eng,spa
Can you play well?,eng,spa
Nunca estás en casa.,spa,spa
How do I know I'm not the only person who experiences consciousness?,eng,spa
They're eating high on the hog.,eng,spa
He said that he wasn't unhappy.,eng,spa
Tom may not be thirsty.,eng,spa
Los borrachos a menudo hacen cosas estúpidas.,spa,spa
Hagamos eso.,spa,spa
No quiero que lo disfrutes.,spa,spa
Tom said that Mary didn't look much like her mother.,eng,eng
I didn't think that we could take that risk.,eng,eng
Debes amar a tu madre.,spa,spa
¿Cuál es tu flor preferida?,spa,spa
She said she wanted to talk to you.,eng,spa
Don't let the cat out of the bag.,eng,spa
Do you know if Tom and Mary are doing that now?,eng,spa
I didn't expect any gift.,eng,eng
Tom slept with his shoes on.,eng,spa
Tom has agreed to do that for us.,eng,spa
¿Alguien está ahí?,spa,spa
La comida era tan buena que comí demasiada.,spa,spa
El huevo es uno de los alimentos que contienen más proteínas.,spa,spa
"She looks bad-tempered, but she is kind at heart.",eng,eng
Esto está mejor.,spa,eng
Sami had breakfast at a McDonald's.,eng,spa
Deja mi coche en paz.,spa,spa
It's easy to cut cheese with a knife.,eng,spa
I was having a bad day.,eng,spa
No tiene la más mínima vergüenza.,spa,spa
Is there anything you have to do today?,eng,spa
"¿Cómo estás, Tom?",spa,spa
Háblame en inglés.,spa,spa
I'm in prison for a crime I didn't commit.,eng,eng
Parece que estoy perdido.,spa,spa
Él quedó satisfecho.,spa,spa
I traveled all around Russia.,eng,spa
Tom is going to go swimming this afternoon.,eng,spa
Tom se levanta cada mañana a las seis horas.,spa,spa
Una taza de café fuerte me ayuda a despertarme.,spa,spa
Tom told me that he didn't want to come home empty-handed.,eng,spa
Los rayos ultravioleta son dañinos para nosotros.,spa,spa
Sami was the last to leave the store.,eng,spa
¿Por qué sueles sacarte cera de las orejas?,spa,spa
Supongo que tuve suerte.,spa,spa
I get along with all my brothers.,eng,spa
Llegó lo más pronto que pudo.,spa,spa
La muchacha leyendo un libro es Kate.,spa,spa
I'm pretty sure Tom was the person who did that.,eng,eng
Ella puede conocer los hechos.,spa,spa
Up to now they have worked very hard.,eng,spa
Un terremoto puede ocurrir en cualquier momento.,spa,spa
Esos días jugábamos al béisbol después de la escuela.,spa,spa
Comí mi almuerzo deprisa y entonces volví al trabajo.,spa,spa
Mi camisa es naranja.,spa,spa
"Ya que no tienes nada que ver con este asunto, no tienes de qué preocuparte.",spa,spa
"That didn't surprise you, did it?",eng,eng
You should have gone to Boston.,eng,spa
Alguien me dejó un mensaje de voz pero era todo incomprensible. No pude entender ni una cosa.,spa,spa
I'm studying English.,eng,spa
I didn't know that Tom was the one who was supposed to do that.,eng,eng
"Ya no estás solo, Tom.",spa,spa
No es bueno estar sentado todo el día.,spa,spa
"Sígueme, y te enseñaré el camino.",spa,spa
Eres quisquilloso.,spa,spa
She's sound asleep in her room.,eng,spa
¿Eres miembro de algún club?,spa,spa
Soy un aburrido.,spa,spa
You'll definitely fail if you don't study more.,eng,spa
¿Sabes cuál es el secreto de Tom?,spa,spa
Why are you watching this clip?,eng,spa
"Disculpa, no escuché, ¿cómo te llamas?",spa,spa
"¿Te acuerdas de cuando las banderas eran reconocidas automáticamente en Tatoeba? Es cierto que a veces el sistema fallaba, ¡pero lo echo tanto de menos!",spa,eng
"En los días lindos de verano, los niños jugaban hasta tarde en la noche al aire libre.",spa,spa
I thought that I'd do that.,eng,eng
Tom's last year in Australia was 2013.,eng,spa
"Quien sea que haya hecho el último comentario, por favor váyase ahora.",spa,spa
Lo hizo bien en los negocios.,spa,spa
Tu hija se mete droga en el cuerpo.,spa,spa
I don't usually get to my office until about nine-thirty.,eng,spa
Tom didn't tell me he planned to wait until Monday to do that.,eng,eng
Me asusté y empecé a gritar.,spa,eng
Lift your right arm.,eng,spa
Tom doesn't have anything in his bag.,eng,spa
"In 2013, Tom moved his family to Boston.",eng,spa
I didn't know you used to live in Boston.,eng,spa
What surprised me was that Tom didn't seem happy.,eng,spa
Tom told me that he thought that Mary would be grumpy.,eng,spa
He put on a hat.,eng,eng
Do you know why Tom doesn't like Mary?,eng,spa
Tom says he hasn't seen Mary for three months.,eng,spa
El joven es bastante adecuado para el puesto.,spa,spa
No queremos ningún problema.,spa,spa
¡Lentamente!,spa,eng
Tom siempre come antes de irse a trabajar.,spa,spa
A él le gusta mucho su escuela.,spa,spa
I shouldn't have let you go.,eng,spa
Él dijo que estaba cansado.,spa,spa
Esa moto tiene cambio automático de marchas.,spa,spa
I hope I wasn't boring.,eng,spa
You're not very likely to succeed this time either.,eng,eng
Tom no salió el fin de semana pasado.,spa,spa
"Thanks to the opportunity, we were able to avoid substantial effort.",eng,eng
Where's Tom's stuff?,eng,spa
"If anybody calls, tell them I'll be back at 2:30.",eng,eng
Tom may never walk again.,eng,spa
It's been a long time since I've sung that song.,eng,spa
Tom sometimes plays tennis with Mary.,eng,spa
I suggest you do that as soon as possible.,eng,spa
Este libro es acerca de las estrellas.,spa,spa
¡Qué mentira!,spa,spa
Él estaba yendo hacia el colegio.,spa,spa
"La discriminación es un hecho social, no una sensación.",spa,spa
Cathy dejó de recoger flores.,spa,spa
"Los hombres infelices, como los hombres que duermen mal, siempre están orgullosos de ello.",spa,spa
I want you to come home now.,eng,spa
Te demostraré que estoy en lo cierto.,spa,spa
I'd like you to be my guest tonight.,eng,eng
He respects his only sibling.,eng,spa
There's no class today.,eng,spa
I remember last night well.,eng,spa
Nos gustaría una habitación doble con baño.,spa,spa
I don't speak to Tom.,eng,spa
Entonces puedes también tú esperar hasta el jueves.,spa,spa
"Although I know a lot about Mary, I haven't actually met her.",eng,eng
Don't mention our plan to anybody.,eng,spa
Tom no tiene mucho tiempo libre.,spa,spa
¿Viste la televisión anoche?,spa,spa
How long will you wait?,eng,eng
Writing in Roman letters is bad for the brain (health) of Japanese learners.,eng,spa
Os he dejado una nota.,spa,spa
Las chicas están locas.,spa,spa
I am looking forward to seeing you again.,eng,spa
"Even before the plastic surgery, Mary wasn't unattractive.",eng,spa
Mary probably just didn't know she was supposed to do that.,eng,eng
We have an appointment.,eng,eng
Hice una máscara aterradora en clase de arte.,spa,spa
Once you light the fuse you'll have fifteen seconds to get to safety.,eng,spa
Let's not ease up now.,eng,spa
El río se salió de madre.,spa,spa
Estoy cultivando rosas en el jardín.,spa,spa
Sami didn't want to miss the bus.,eng,spa
I don't think I'll need to say anything.,eng,spa
Tom le dijo a Mary que nunca había conocido a John.,spa,spa
"Will you go, too?",eng,spa
"Yeah, you're right.",eng,eng
How did you do that without any help?,eng,spa
No se podía hacer nada aparte de esperar.,spa,eng
Shortly after they had gone to bed they were suddenly alarmed by a fearful crash in the hall.,eng,spa
They forced him to sign the letter.,eng,eng
I thought I recognized this place.,eng,spa
Mi casa está detrás de ese puente.,spa,spa
Tom and Mary told me that they were confused.,eng,spa
Let's go for a bike ride.,eng,spa
My dream is to speak Chinese fluently.,eng,spa
"Es tu cumpleaños hoy, ¿verdad?",spa,spa
I don't know if I can cope with it.,eng,eng
Él demostró poco interés en los libros y la música.,spa,spa
El subte estaba tan lleno que había unas cinco personas por metro cuadrado.,spa,spa
¡No se olvide!,spa,eng
You never cease to impress me.,eng,spa
They say they're going to stop smoking.,eng,spa
Ella es un genio.,spa,spa
Estuvimos en el tren durante diez horas.,spa,spa
